price,mean_commute_time,median_home_value,percent_bachelors_or_higher,percent_below_poverty,percent_highschool_or_higher,percent_no_health_insurance,rating,review_count,unemployment_rate,median_household_income,population,density,income_category,price_weight,price_weight_contr,price_weight_contrv2,zip_code,high_price,4_star,zip_code.1,inc_cat2,inc_cat3
1.25,21.9,196100.0,48.9,3.0,95.1,2.5,3.875,31.5,5.2,300000.0,14892.0,173.4,3.0,178.25,1.1969513832930432,3.273569701853344,13215,0,0,13215,4,2
1.7142857142857142,19.3,130100.0,33.800000000000004,8.1,94.70000000000002,3.8,3.071428571428572,38.57142857142857,4.5,300000.0,14781.0,1195.8,3.0,293.35714285714283,1.9846907709704544,3.6243439937371336,13219,0,0,13219,4,2
1.851851851851852,18.199999999999992,154600.0,44.20000000000002,11.1,89.40000000000003,4.700000000000002,3.648148148148149,51.185185185185176,8.300000000000004,79401.0,8296.0,1152.2999999999995,2.0,376.77777777777777,4.541680060002143,8.147612414729096,13224,2,0,13224,3,2
1.0,22.9,225200.0,47.1,8.0,96.7,3.1,4.0,85.0,6.3,64219.0,10301.0,193.7,2.0,340.0,3.3006504222890984,3.883118143869528,14031,0,0,14031,3,2
2.0,22.2,266600.0,62.2,4.0,96.2,2.1,4.5,21.0,1.9,80834.0,20198.0,461.3,2.0,182.0,0.9010793147836421,4.4558867214575715,14051,0,0,14051,3,2
2.0,15.3,127600.0,38.0,4.2,95.6,3.6,4.0,20.0,8.2,49498.0,14676.0,113.9,1.0,160.0,1.0902153175252112,5.451076587626057,14063,0,0,14063,2,1
1.5,21.7,193700.0,42.3,3.9,95.7,3.5,4.0,22.0,5.3,75121.0,20897.0,278.2,2.0,138.0,0.6603818729961238,2.871225534765756,14072,0,0,14072,3,2
2.0,21.9,224400.0,45.7,3.4,96.3,1.7,4.5,20.0,2.5,89747.0,30297.0,281.3,2.0,180.0,0.594118229527676,2.9705911476383804,14127,0,0,14127,3,2
1.5769230769230769,19.399999999999988,117500.0,28.70000000000001,7.5,92.79999999999998,3.0,3.5769230769230766,72.38461538461539,3.0,58012.0,40825.0,1076.9000000000003,2.0,374.0,0.9161053276178812,1.3425031796127938,14150,2,1,14150,2,1
1.0,19.8,160100.0,32.4,28.9,79.6,5.7,3.0,106.0,4.8,34268.0,11680.0,4355.0,0.0,318.0,2.7226027397260277,2.568493150684932,14201,0,0,14201,1,1
1.5,17.5,370500.0,43.0,17.7,87.89999999999998,2.7,4.0,73.25,8.5,22618.0,3474.0,1803.5,0.0,462.125,13.302389176741507,17.271157167530223,14202,0,0,14202,1,1
1.8,19.7,77900.0,10.599999999999998,27.5,75.9,6.200000000000002,4.0,65.8,13.5,17823.0,8649.0,1867.9000000000005,0.0,488.1,5.643426985778702,8.286121709638879,14204,2,0,14204,1,1
1.5555555555555556,20.5,69600.0,14.199999999999996,14.699999999999996,85.09999999999998,7.0,3.9166666666666665,38.944444444444436,9.599999999999998,6524.0,19869.0,1653.5999999999995,0.0,239.38888888888889,1.2048361210372385,3.0477404779080755,14206,1,0,14206,1,1
1.5,20.1,54800.0,18.1,16.6,83.9,5.6,3.25,21.0,14.1,22386.0,10805.0,3164.9,0.0,87.75,0.8121240166589542,3.933364183248496,14208,0,0,14208,1,1
1.818181818181818,22.800000000000008,169000.0,38.8,20.2,89.10000000000002,6.1000000000000005,3.4545454545454546,216.8181818181818,10.2,300000.0,7410.0,3346.7,3.0,1627.409090909091,21.962335909704333,9.078640657588023,14209,1,0,14209,4,2
1.3333333333333333,22.399999999999995,43400.0,12.9,19.9,79.8,6.2,4.0,28.33333333333333,13.9,12673.0,21900.0,2155.9,0.0,135.5,0.6187214611872146,2.28310502283105,14211,0,0,14211,1,1
1.1666666666666667,22.2,61000.0,10.9,22.0,76.39999999999998,6.4,4.333333333333333,30.83333333333333,14.0,16456.0,10695.0,2156.9,0.0,153.91666666666666,1.4391460183886549,4.752999844163939,14212,0,0,14212,1,1
1.4230769230769231,19.399999999999988,169300.0,42.39999999999999,10.699999999999996,91.40000000000003,7.1999999999999975,3.6730769230769234,108.1153846153846,6.900000000000004,29724.0,19775.0,2666.699999999999,0.0,631.75,3.1946902654867264,2.6451424681513185,14214,1,0,14214,1,1
1.4375,21.1,57300.0,16.300000000000004,13.0,86.79999999999997,6.299999999999998,3.3125,51.5,11.5,300000.0,39962.0,3133.099999999999,3.0,262.0625,0.6557792402782644,1.1886291977378511,14215,0,0,14215,4,2
1.699029126213592,20.79999999999998,150300.0,42.699999999999925,10.39999999999999,90.10000000000015,6.0,3.7524271844660193,71.03883495145631,4.199999999999991,74421.0,22280.0,3124.299999999994,2.0,489.4417475728155,2.1967762458384894,2.869481096721338,14216,3,0,14216,3,2
1.7666666666666666,20.700000000000006,120300.0,34.5,6.5,93.59999999999997,2.7999999999999985,3.933333333333333,68.53333333333333,3.5,300000.0,22974.0,2821.5,3.0,445.91666666666674,1.9409622471779693,3.025158875250284,14217,2,0,14217,4,2
1.0,22.5,118700.0,20.1,9.0,92.0,4.7,4.5,20.0,7.6,59795.0,12092.0,633.4,2.0,90.0,0.7442937479325173,3.721468739662587,14219,0,0,14219,3,2
2.0,19.399999999999995,209000.0,55.29999999999998,7.7,95.79999999999997,2.2,3.8684210526315783,90.73684210526315,2.899999999999999,87700.0,54081.0,898.7999999999997,2.0,784.8947368421052,1.4513317742684217,1.4354686294145529,14221,3,0,14221,3,2
1.5357142857142858,20.2,124900.0,40.39999999999999,7.900000000000004,95.5,2.5,3.5,46.964285714285715,3.400000000000001,50234.0,22499.0,2549.5999999999995,1.0,278.42857142857144,1.2375153181411238,2.3413739023321667,14223,2,0,14223,2,1
1.0,21.1,144600.0,28.9,4.5,94.0,3.0,4.5,32.0,4.9,52280.0,40590.0,759.7,1.0,144.0,0.3547671840354767,1.1086474501108647,14224,0,0,14224,2,1
1.876923076923077,19.200000000000024,97800.0,23.200000000000024,7.600000000000008,92.10000000000008,6.300000000000009,3.261538461538461,62.353846153846156,6.300000000000009,51588.0,33328.0,1088.5,1.0,408.5,1.2256961113778209,1.827984785257949,14225,7,1,14225,2,1
1.7073170731707317,17.400000000000016,147300.0,55.90000000000001,5.800000000000009,95.39999999999986,2.199999999999998,3.609756097560976,69.79268292682927,4.899999999999995,52930.0,29700.0,1633.0,1.0,478.3231707317073,1.6105157263693852,2.110536256877721,14226,3,0,14226,2,1
2.0,19.0,111000.0,26.5,8.0,87.7,7.6,5.0,12.0,7.1,44839.0,19201.0,99.4,1.0,120.0,0.6249674496119993,5.208062080099995,14456,0,0,14456,2,1
1.0,20.4,186300.0,46.3,3.6,95.1,3.2,3.5,67.0,3.7,36172.0,52587.0,458.6,0.0,234.5,0.44592770076254573,0.6655637324814118,14580,0,0,14580,1,1
1.75,24.1,55800.0,12.4,30.6,69.8,8.0,4.375,184.25,20.4,16093.0,12470.0,2693.7,0.0,1332.25,10.68364073777065,6.114675220529271,14605,0,0,14605,1,1
1.25,19.3,108500.0,16.1,6.8,80.3,5.3,3.875,62.25,8.1,39653.0,28198.0,1121.2,1.0,277.875,0.9854422299453862,1.6845166323852756,14606,0,0,14606,2,1
1.7905405405405406,18.19999999999998,169400.0,54.10000000000015,10.0,93.60000000000024,9.900000000000016,3.8986486486486487,113.75,4.799999999999994,59485.0,16750.0,3717.0999999999894,2.0,860.7533783783783,5.138826139572407,4.20734167002824,14607,13,2,14607,2,1
1.5555555555555556,21.800000000000004,88500.0,18.4,23.5,76.3,5.9,3.888888888888889,71.55555555555556,19.2,23938.0,12019.0,2708.0,0.0,415.77777777777777,3.4593375303916947,4.945872738534358,14608,0,0,14608,1,1
1.5483870967741935,19.700000000000006,93500.0,24.10000000000001,11.899999999999995,85.19999999999997,6.599999999999996,4.048387096774194,78.12903225806451,8.699999999999996,48435.0,42042.0,2265.300000000001,1.0,502.0645161290323,1.1941975075615627,1.4923632435153178,14609,0,0,14609,2,1
1.625,16.699999999999996,157300.0,58.79999999999998,6.299999999999998,94.5,3.100000000000001,3.65625,79.25,2.899999999999999,41909.0,14050.0,1268.4,1.0,552.9375,3.9354982206405698,4.292704626334518,14610,1,0,14610,2,1
1.3636363636363635,19.7,56300.0,9.7,13.2,74.89999999999998,8.0,3.5454545454545454,40.90909090909091,16.199999999999996,11001.0,16630.0,2320.5,0.0,203.13636363636363,1.2215054939047725,2.8972831137593613,14611,0,0,14611,1,1
1.6153846153846154,21.300000000000004,91600.0,20.0,9.599999999999998,84.70000000000002,5.1000000000000005,3.4615384615384617,32.384615384615394,9.5,23005.0,16613.0,1076.2000000000003,0.0,170.46153846153842,1.0260731864295338,3.2875088554375864,14615,0,0,14615,1,1
1.5714285714285714,20.9,128000.0,44.7,6.799999999999999,93.5,2.8999999999999995,3.8571428571428568,53.42857142857143,4.8,16711.0,22589.0,1144.9,0.0,425.21428571428567,1.8823953504550257,2.687781031222529,14617,0,0,14617,1,1
1.9230769230769231,15.7,193900.0,70.69999999999997,6.099999999999996,97.69999999999992,3.299999999999998,3.9615384615384617,50.82051282051282,3.8,66186.0,22602.0,914.7999999999997,2.0,419.2564102564103,1.8549527044350516,3.3977024951275028,14618,7,1,14618,3,2
1.6666666666666667,16.700000000000028,139500.0,50.300000000000075,9.600000000000016,91.6999999999999,6.0,3.8602150537634414,92.47311827956987,6.1999999999999975,50997.0,24542.0,2167.5,1.0,638.252688172043,2.6006547476654034,2.6529022443859693,14620,4,0,14620,2,1
1.4545454545454546,21.89999999999999,56700.0,9.400000000000004,20.399999999999988,70.29999999999997,8.400000000000004,3.6590909090909087,44.68181818181818,18.300000000000008,11785.0,33264.0,3165.300000000001,0.0,264.0681818181818,0.7938557654466745,1.564618041890769,14621,0,0,14621,1,1
1.75,19.9,110700.0,26.7,8.299999999999999,92.5,3.5,3.375,81.875,2.8999999999999995,300000.0,11976.0,1016.2,3.0,643.4375,5.372724615898464,5.062207748830995,14622,0,0,14622,4,2
1.7142857142857142,18.0,129200.0,32.7,5.4,93.4,3.9,3.0,21.428571428571427,5.3,300000.0,35885.0,501.80000000000007,3.0,111.85714285714286,0.3117100260753598,1.4132446903799836,14624,0,0,14624,4,2
1.606060606060606,25.20000000000001,87500.0,21.89999999999999,5.599999999999998,93.19999999999996,5.0,3.939393939393939,14.06060606060606,5.900000000000002,21106.0,11327.0,701.4000000000003,0.0,78.3030303030303,0.6912954030460873,5.390712992019603,15003,3,2,15003,1,1
1.0,23.8,172500.0,36.7,4.4,95.0,2.9,5.0,3.0,4.4,69121.0,15321.0,237.3,2.0,15.0,0.09790483649892304,3.263494549964101,15009,0,0,15009,3,2
2.0,29.0,250900.0,53.4,5.4,97.1,1.6,4.0,80.0,3.3,100572.0,27814.0,252.7,3.0,640.0,2.3009994966563596,2.8762493708204504,15044,0,0,15044,3,2
1.3,30.6,79700.0,31.0,9.599999999999998,87.5,6.799999999999999,3.35,20.8,3.5,44351.0,1162.0,477.9,1.0,135.6,11.669535283993115,39.586919104991395,15056,0,0,15056,2,1
2.0,28.6,316900.0,69.2,2.7,98.6,2.9,2.5,8.0,4.5,154609.0,23538.0,387.3,3.0,40.0,0.16993797263998642,2.12422465799983,15090,0,0,15090,4,2
2.0,31.4,172200.0,46.0,5.4,95.8,3.0,3.0,2.0,3.9,71160.0,29580.0,1101.1,2.0,12.0,0.04056795131845842,2.028397565922921,15102,0,0,15102,3,2
1.0,24.3,118800.0,31.3,7.1,95.0,5.6,4.0,10.0,5.6,40791.0,19343.0,641.0,1.0,40.0,0.20679315514656466,2.0679315514656467,15106,0,0,15106,2,1
1.7083333333333333,24.599999999999948,180900.0,44.89999999999996,4.899999999999991,93.5,4.1000000000000085,3.433333333333333,27.75833333333333,4.6999999999999975,91007.0,41524.0,392.59999999999917,2.0,176.275,0.4245135343415852,1.417854734611308,15108,4,1,15108,3,2
2.0,26.2,178800.0,50.5,3.9,94.1,4.4,5.0,11.0,4.4,78433.0,6450.0,1264.5,2.0,110.0,1.7054263565891472,15.503875968992247,15139,0,0,15139,3,2
2.0491803278688523,27.0,305600.0,61.69999999999993,5.300000000000006,96.80000000000014,2.0,4.057377049180328,24.754098360655735,3.4000000000000035,115685.0,21129.0,206.20000000000016,3.0,183.55737704918036,0.8687461642727076,3.9453195010509217,15143,13,0,15143,4,2
2.0,28.6,138400.0,39.9,7.7,95.7,5.1,4.0,9.0,4.6,25118.0,27879.0,555.0,0.0,72.0,0.2582589045518132,2.869543383909036,15146,0,0,15146,1,1
1.9285714285714288,23.299999999999986,133900.0,50.79999999999998,10.699999999999992,93.59999999999994,7.800000000000006,4.023809523809525,254.0,4.300000000000002,39013.0,12237.0,1979.3000000000013,1.0,1911.1309523809525,15.617642824065967,6.342980111060522,15201,4,0,15201,1,1
1.818181818181818,22.700000000000024,199200.0,55.40000000000007,13.299999999999983,95.1000000000001,5.800000000000006,3.901515151515152,200.5757575757576,3.800000000000004,23678.0,9777.0,2602.399999999997,0.0,1463.1969696969695,14.965704916610106,7.2293973797502495,15203,3,0,15203,1,1
2.108108108108108,25.10000000000001,157600.0,48.90000000000003,15.199999999999996,93.59999999999997,7.5,4.067567567567568,224.21621621621625,6.800000000000003,51254.0,30014.0,2313.300000000001,1.0,1777.3513513513512,5.921741025359338,2.8365141312432582,15206,8,1,15206,2,1
2.0,25.5,92900.0,28.8,9.0,92.2,6.5,4.0,212.5,7.7,49013.0,11324.0,907.4,1.0,1700.0,15.01236312257153,7.0646414694454265,15207,0,0,15207,2,1
1.8,24.1,137400.0,28.3,9.1,93.8,5.0,4.2,138.6,5.6,96459.0,12158.0,1065.3,3.0,1093.6,8.994900477052148,6.251028129626581,15209,0,0,15209,3,2
2.0,28.3,59800.0,16.4,9.7,88.0,9.4,4.6,147.0,11.6,33843.0,26616.0,2159.3,0.0,1546.1,5.8089119326720775,3.4565674782085964,15210,1,1,15210,1,1
1.8333333333333333,23.10000000000001,97400.0,33.100000000000016,16.89999999999999,90.7,6.8000000000000025,3.75,184.33333333333331,7.400000000000004,37367.0,26645.0,1733.099999999999,1.0,1287.8,4.833176956276975,2.5333083130043166,15212,1,0,15212,1,1
1.5777777777777775,18.10000000000001,142400.0,61.5,12.10000000000001,93.59999999999997,3.800000000000001,3.8,210.62222222222226,9.199999999999992,20987.0,28047.0,5591.0,0.0,1305.7,4.6553998645131385,2.1313430234170427,15213,1,0,15213,1,1
1.5,26.9,116100.0,44.3,12.0,93.8,7.399999999999999,4.0,173.5,5.0,39825.0,22776.0,2634.0,1.0,839.1666666666665,3.6844339070366474,2.6709401709401708,15216,0,0,15216,2,1
1.5526315789473684,21.5,279700.0,72.09999999999995,7.699999999999995,96.69999999999992,3.7000000000000006,3.8684210526315783,147.44736842105263,3.7000000000000006,300000.0,27758.0,2760.6000000000013,3.0,900.5,3.244109806182002,2.1330977129400344,15217,0,0,15217,4,2
2.0,28.4,124800.0,48.9,6.5,95.4,8.3,4.5,30.0,7.1,29472.0,13504.0,2255.2,0.0,270.0,1.9994075829383884,6.664691943127961,15218,0,0,15218,1,1
2.2666666666666666,21.10000000000001,92200.0,21.5,21.5,85.59999999999995,7.1999999999999975,3.6,191.8,14.0,11595.0,16501.0,2780.100000000001,0.0,1673.1833333333334,10.139890511686161,4.979496192149972,15219,11,0,15219,1,1
3.0,24.9,158200.0,48.2,5.8,94.2,3.2,3.5,5.0,4.4,73836.0,17759.0,1385.1,2.0,52.5,0.29562475364603863,5.912495072920773,15220,1,0,15220,3,2
1.9722222222222223,18.0,360300.0,75.30000000000013,26.300000000000033,99.29999999999993,3.3999999999999955,3.814814814814815,316.8055555555556,3.800000000000008,300000.0,4900.0,1565.2000000000012,3.0,2548.671296296296,52.013699924414205,15.343915343915324,15222,16,3,15222,4,2
1.0,26.399999999999995,100200.0,31.0,6.8,92.5,7.0,4.5,235.0,6.8,300000.0,13884.0,2129.6,3.0,1057.5,7.6166810717372515,3.24114088159032,15226,0,0,15226,4,2
2.0,29.9,114200.0,26.3,7.5,89.7,4.7,3.5,3.0,6.0,52766.0,28633.0,1760.4,1.0,21.0,0.07334194810184054,2.4447316033946844,15227,0,0,15227,2,1
2.0,24.8,139900.0,38.1,8.2,94.7,3.9,5.0,11.0,3.0,300000.0,13755.0,1319.9,3.0,110.0,0.7997091966557615,7.270083605961468,15229,0,0,15229,4,2
2.083333333333333,23.0,334400.0,83.5,1.5,97.69999999999996,3.0,3.9027777777777777,164.33333333333334,2.5999999999999988,80269.0,11320.0,5525.0,2.0,1348.0277777777776,11.908372595210047,7.214369846878679,15232,5,1,15232,3,2
1.5,23.1,127800.0,21.4,10.1,86.9,8.4,4.375,245.75,6.4,36756.0,4246.0,1379.6,1.0,1714.5,40.37918040508713,15.014130946773436,15233,0,0,15233,1,1
1.0,31.3,145400.0,34.2,8.0,95.4,5.3,4.0,39.0,5.5,65725.0,29159.0,1033.6,2.0,156.0,0.5349977708426215,1.3717891560067217,15236,0,0,15236,3,2
2.0,25.6,201900.0,53.7,5.7,95.6,2.8,4.25,21.0,4.0,77922.0,42227.0,667.8,2.0,193.5,0.4582376204797878,2.012930115802685,15237,0,0,15237,3,2
2.0,25.7,316400.0,64.3,3.8,96.5,1.9,4.5,26.0,5.1,93398.0,13019.0,310.6,3.0,234.0,1.7973730701282742,6.912973346647207,15238,0,0,15238,3,2
1.0,21.9,154500.0,24.8,7.3,90.3,6.1,4.5,3.0,6.8,48996.0,48950.0,156.2,1.0,13.5,0.027579162410623085,0.919305413687436,15301,0,0,15301,2,1
3.0,20.6,119900.0,17.5,10.8,88.3,7.6,4.0,3.0,7.1,77650.0,16051.0,48.6,2.0,36.0,0.22428509127157187,7.476169709052394,15501,1,0,15501,3,2
3.0,29.4,168900.0,35.3,3.3,96.2,2.6,3.0,6.0,4.0,39142.0,44060.0,395.2,1.0,54.0,0.12256014525646845,2.042669087607808,15642,1,0,15642,2,1
1.5833333333333333,19.7,50100.0,12.2,12.0,87.89999999999998,7.599999999999999,3.2916666666666665,8.75,12.599999999999996,22692.0,11212.0,530.1999999999998,0.0,53.5,0.4771673207277918,4.793970745629681,15902,0,0,15902,1,1
1.5631067961165048,20.299999999999976,127600.0,29.0,6.0,93.8,4.199999999999991,3.3300970873786406,9.79611650485437,5.1000000000000085,56831.0,15812.0,209.09999999999985,2.0,50.10194174757282,0.3168602437868253,3.2972376884705965,15904,4,1,15904,2,1
1.4444444444444444,19.600000000000012,96000.0,34.899999999999984,5.900000000000002,95.7,3.5,3.7777777777777777,13.629629629629632,5.3,46097.0,19859.0,228.60000000000008,1.0,80.7962962962963,0.4068497723767375,2.769525152323882,15905,1,0,15905,2,1
1.5,23.199999999999992,47900.0,11.7,12.099999999999996,85.9,7.700000000000002,3.6071428571428568,12.357142857142858,12.2,48749.0,11159.0,123.5,1.0,100.89285714285714,0.9041388757313124,5.088781636859421,15906,2,0,15906,2,1
2.0,28.9,279000.0,57.9,3.9,96.7,3.0,5.0,8.0,3.1,104329.0,30380.0,484.6,3.0,80.0,0.2633311389071757,3.2916392363396967,16066,0,0,16066,4,2
2.0,17.7,93800.0,20.6,10.6,88.4,5.8,1.0,1.0,4.9,30734.0,29113.0,770.9,0.0,2.0,0.0068697832583382,0.6869783258338199,16602,0,0,16602,1,1
2.0,21.2,141400.0,19.1,10.3,87.6,7.9,4.0,193.0,6.6,51135.0,17701.0,423.0,1.0,1544.0,8.722671035534715,4.51951867126151,17512,0,0,17512,2,1
3.0,22.9,178200.0,22.2,7.7,80.2,15.0,3.5,13.0,4.4,48447.0,33978.0,287.0,1.0,136.5,0.4017305315203956,3.0902348578491967,17522,1,0,17522,2,1
2.0,21.5,188600.0,25.4,4.6,92.4,4.0,5.0,2.0,4.7,64455.0,7794.0,927.7,2.0,20.0,0.25660764690787785,12.830382345393893,17554,0,0,17554,3,2
2.0,20.5,225800.0,44.6,4.6,93.1,6.4,5.0,8.0,3.4,72061.0,52301.0,576.9,2.0,80.0,0.15296074644844268,1.9120093306055332,17601,0,0,17601,3,2
2.0,27.7,251800.0,32.5,7.5,91.5,4.0,3.0,33.0,5.6,72522.0,25907.0,242.1,2.0,198.0,0.7642722044235148,2.315976377040954,18064,0,0,18064,3,2
2.0,29.6,479000.0,74.7,7.3,96.9,3.2,3.5,310.0,4.0,85740.0,9719.0,1329.9,2.0,2170.0,22.327399938265252,7.202387076859759,19004,0,0,19004,3,2
1.0,24.2,67900.0,10.6,20.3,81.5,11.9,4.5,9.0,17.6,14175.0,35345.0,2371.8,0.0,40.5,0.11458480690338095,1.2731645211486775,19013,0,0,19013,1,1
1.7916666666666667,26.3,231900.0,30.20000000000001,7.5,93.59999999999997,2.899999999999999,3.583333333333333,18.0,4.799999999999998,34908.0,21101.0,910.5,0.0,106.125,0.5029382493720677,2.9027060328894367,19014,1,1,19014,1,1
2.0,32.2,185200.0,41.4,6.1,95.5,5.6,5.0,2.0,5.9,48097.0,31072.0,3277.4,1.0,20.0,0.06436663233779609,3.2183316168898046,19026,0,0,19026,2,1
3.0,28.5,279000.0,53.0,6.2,95.7,3.6,4.5,36.0,4.9,71839.0,30940.0,1543.4,2.0,486.0,1.570782159017453,4.3632837750484805,19038,1,0,19038,3,2
2.0,27.8,273700.0,35.7,4.4,94.5,3.8,4.5,6.0,5.4,76397.0,20586.0,1338.5,2.0,54.0,0.2623141941125036,4.371903235208394,19040,0,0,19040,3,2
2.0,28.1,261700.0,44.6,2.2,94.3,4.1,5.0,4.0,3.4,117057.0,16350.0,754.6,3.0,40.0,0.24464831804281345,6.116207951070336,19044,0,0,19044,4,2
1.0,29.9,346800.0,43.3,5.2,93.6,4.9,5.0,3.0,6.2,300000.0,35476.0,773.4,3.0,15.0,0.042282106212650813,1.4094035404216936,19047,0,0,19047,4,2
3.0,33.6,146300.0,30.7,7.9,92.8,10.6,5.0,1.0,7.9,59588.0,28340.0,2942.5,2.0,15.0,0.0529287226534933,5.29287226534933,19050,1,0,19050,2,1
1.5384615384615383,26.09999999999999,172800.0,19.0,8.199999999999992,89.80000000000008,5.699999999999995,3.4326923076923075,19.826923076923077,9.300000000000008,57195.0,19868.0,1101.3000000000009,2.0,130.9230769230769,0.6589645506496724,2.690836443604714,19061,1,0,19061,2,1
1.0,29.0,366200.0,55.3,4.4,97.5,2.5,4.5,24.0,4.9,84933.0,35798.0,597.3,2.0,108.0,0.3016928320017878,1.2570534666741158,19063,0,0,19063,3,2
1.5,29.1,295500.0,45.1,5.7,95.0,3.2,2.75,23.5,5.0,100287.0,24672.0,1186.2,3.0,207.5,0.8410343709468223,2.0265888456549943,19064,0,0,19064,3,2
4.0,25.4,514700.0,75.8,1.6,97.3,2.2,1.5,3.0,4.2,103400.0,32934.0,779.5,3.0,18.0,0.05465476407360175,1.8218254691200584,19087,1,1,19087,4,2
2.257142857142857,24.0,447000.0,85.40000000000005,5.0,98.40000000000003,2.900000000000001,3.7,617.6571428571427,3.5,28703.0,4937.0,9619.299999999994,0.0,5492.0,111.24164472351632,16.985445180705458,19102,9,2,19102,1,1
2.142857142857143,24.200000000000014,500600.0,80.89999999999988,10.700000000000019,97.10000000000015,2.199999999999997,3.8626373626373622,583.3076923076923,3.1999999999999944,30457.0,24219.0,13237.30000000002,0.0,5057.417582417583,20.88202478392,3.4257001927013104,19103,24,2,19103,1,1
1.8148148148148149,26.5,117600.0,35.799999999999976,30.899999999999984,84.40000000000003,7.0,3.703703703703704,483.7037037037037,8.900000000000004,44937.0,54311.0,6638.0,1.0,3346.3148148148152,6.161394219982718,1.2309081374279955,19104,0,0,19104,2,1
2.1777777777777776,26.6,473400.0,77.19999999999995,3.699999999999999,96.40000000000003,5.5,3.888888888888889,761.7777777777777,3.3,101360.0,12375.0,5642.899999999996,3.0,7270.555555555556,58.75196408529742,6.868686868686871,19106,11,1,19106,3,2
1.9363636363636365,24.400000000000052,342200.0,65.89999999999989,26.699999999999967,89.6000000000002,6.0,3.845454545454545,708.0727272727272,6.0,59706.0,13696.0,10455.0,2.0,5441.759090909091,39.73246999787595,5.426269116397625,19107,9,1,19107,3,2
1.0,36.8,97600.0,12.3,24.8,72.9,16.4,5.0,6.0,16.2,55885.0,74971.0,7725.5,2.0,30.0,0.040015472649424434,0.6669245441570739,19120,0,0,19120,2,1
2.0,26.8,162500.0,24.4,31.2,77.4,10.9,4.125,476.25,13.0,22839.0,22187.0,6587.1,0.0,4234.625,19.08606391129941,3.7747329517284895,19122,1,0,19122,1,1
1.8421052631578947,29.60000000000001,218300.0,37.79999999999999,15.9,83.20000000000002,10.300000000000002,4.052631578947368,474.0,10.5,60984.0,24674.0,6438.0,2.0,3655.342105263158,14.814550155074807,3.0183060797003454,19125,0,0,19125,3,2
2.0,31.6,239300.0,47.8,4.4,94.1,6.3,4.0,10.0,5.2,51280.0,38309.0,1928.3,1.0,80.0,0.20882821269153465,2.088282126915346,19128,0,0,19128,2,1
2.0,31.4,205500.0,49.2,16.0,92.8,6.8,4.25,487.5,5.9,47391.0,10640.0,1927.6,1.0,4061.0,38.1672932330827,7.988721804511278,19129,0,0,19129,2,1
2.0,34.6,111700.0,24.1,25.9,87.2,9.2,4.5,156.0,9.6,61965.0,44972.0,3158.7,2.0,1254.0,2.788401672151561,2.001245219247532,19131,0,0,19131,3,2
1.0,33.6,146200.0,16.1,6.4,84.9,6.7,4.0,4.0,10.4,24429.0,34470.0,3408.4,0.0,16.0,0.04641717435451117,1.1604293588627792,19136,0,0,19136,1,1
1.0,35.4,76300.0,14.8,24.7,83.7,12.3,4.5,604.0,14.1,23911.0,44870.0,9004.1,0.0,2718.0,6.057499442834858,1.002897258747493,19139,0,0,19139,1,1
2.0,35.4,62000.0,6.0,34.9,70.8,13.0,4.5,571.0,23.2,9861.0,51667.0,6834.9,0.0,5139.0,9.94638744266166,1.741924245650028,19140,0,0,19140,1,1
1.7142857142857142,34.300000000000004,85800.0,22.5,18.0,84.5,11.099999999999998,3.928571428571429,367.57142857142856,16.099999999999998,29657.0,65247.0,7870.5999999999985,0.0,2467.428571428572,3.7816735963777215,1.0181092069914544,19143,0,0,19143,1,1
1.75,29.4,165000.0,21.1,15.900000000000002,82.8,10.0,4.0,380.25,11.599999999999998,38678.0,46623.0,3747.2,1.0,2713.625,5.820356905390043,1.501404886000472,19145,0,0,19145,1,1
2.0,28.800000000000004,287800.0,49.20000000000002,19.899999999999995,88.5,7.799999999999999,3.9166666666666665,449.0555555555555,7.5,72955.0,38873.0,8025.0,2.0,3586.305555555556,9.225697928010588,2.022254806963988,19146,2,0,19146,3,2
1.884057971014493,27.700000000000035,339300.0,57.30000000000007,15.299999999999981,89.1000000000001,11.799999999999988,3.985507246376812,611.2898550724638,6.0,42761.0,39060.0,9935.900000000012,1.0,4280.057971014493,10.957649695377603,1.9145573142768089,19147,7,0,19147,2,1
2.2857142857142856,28.399999999999995,174000.0,23.9,16.599999999999998,75.10000000000002,15.300000000000002,3.9642857142857135,599.0714285714286,10.099999999999998,300000.0,52594.0,4547.4000000000015,3.0,5266.678571428572,10.013839166879436,1.7451746261116148,19148,3,1,19148,4,2
2.0,24.8,354000.0,60.2,3.9,96.8,4.2,5.0,16.0,2.5,77264.0,17274.0,500.6,2.0,160.0,0.9262475396549728,5.78904712284358,19341,0,0,19341,3,2
2.0,28.3,432400.0,57.9,3.6,97.4,3.6,4.0,35.0,4.5,300000.0,18859.0,358.1,3.0,280.0,1.4847022641709529,4.2420064690598664,19342,0,0,19342,4,2
1.6666666666666667,29.3,377800.0,56.4,1.8,94.3,4.0,3.5,6.666666666666668,5.8,131393.0,11730.0,151.3,3.0,49.66666666666666,0.4234157431088377,4.546746234725775,19350,0,0,19350,4,2
3.0,25.8,450200.0,65.6,4.5,96.5,4.2,4.5,8.0,3.3,71468.0,25928.0,249.2,2.0,108.0,0.4165381055229868,5.206726319037334,19355,1,0,19355,3,2
